order_id,user_id,product_name,quantity,unit_price,total_amount,currency,status,payment_method,ip_address,user_agent,created_at,updated_at
ORD844C365A,285446,Enhanced bi-directional Graphical User Interface,1,120.35,1251.43,CNY,paid,alipay,116.34.93.19,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_6) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/54.0.820.0 Safari/536.1",2026-01-20T09:40:20,2026-02-12T04:49:00
ORD035BE59C,321354,De-engineered national pricing structure,9,17.58,1841.34,CNY,shipped,alipay,186.30.143.126,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/28.0.896.0 Mobile/42F767 Safari/534.2",2026-01-22T20:49:14,2026-02-13T08:04:17
ORDC2E00269,284568,Assimilated grid-enabled alliance,7,862.98,3718.59,CNY,shipped,credit_card,186.4.169.120,"Mozilla/5.0 (iPad; CPU iPad OS 17_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/33.0.843.0 Mobile/62W591 Safari/531.1",2026-01-21T20:36:11,2026-02-13T05:56:47
ORD1908FFF6,424592,Down-sized zero-defect secured line,4,770.84,4147.17,CNY,delivered,credit_card,151.8.59.75,Opera/8.14.(X11; Linux i686; eu-FR) Presto/2.9.160 Version/10.00,2026-02-09T20:34:43,2026-02-14T01:53:23
ORDA26BDE02,363533,Integrated interactive adapter,2,18.18,1436.24,CNY,paid,alipay,211.235.193.60,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/5269-12-08 21:16:01 Firefox/3.6.1,2026-01-27T15:02:48,2026-02-17T14:17:46
ORDA6C7E740,275201,Robust human-resource customer loyalty,6,97.79,3759.81,CNY,paid,wechat,172.142.9.178,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6 rv:6.0; ur-PK) AppleWebKit/534.15.7 (KHTML, like Gecko) Version/5.1 Safari/534.15.7",2026-02-04T23:23:40,2026-02-15T06:46:34
ORD66A1806C,894110,Configurable mobile archive,4,962.61,2845.24,CNY,paid,credit_card,185.174.101.15,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_8; rv:1.9.6.20) Gecko/3116-11-03 06:55:59 Firefox/3.8,2026-01-23T20:14:18,2026-02-17T01:09:23
ORD6E788CD3,623297,Up-sized global installation,3,968.01,2566.29,CNY,paid,credit_card,188.244.83.135,Opera/9.57.(Windows NT 11.0; ce-RU) Presto/2.9.170 Version/10.00,2026-01-27T11:02:34,2026-02-12T05:55:03
ORD1A7755A6,557561,Synchronized composite time-frame,1,769.82,4917.29,CNY,paid,credit_card,147.252.233.111,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_8 rv:2.0; tig-ER) AppleWebKit/535.41.4 (KHTML, like Gecko) Version/4.0 Safari/535.41.4",2026-02-16T18:55:02,2026-02-13T07:27:17
ORDF41BC399,660713,Cross-group motivating core,6,116.2,1015.62,CNY,delivered,wechat,135.139.161.178,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.24.5 (KHTML, like Gecko) Version/5.0 Safari/535.24.5",2026-02-10T16:32:26,2026-02-16T20:53:09
ORD1388344F,769156,Ergonomic foreground info-mediaries,3,490.89,3945.1,CNY,shipped,alipay,179.29.112.153,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.1),2026-01-25T16:45:06,2026-02-16T10:24:19
ORDA6559F87,676104,Re-contextualized actuating encoding,3,210.71,4356.15,CNY,paid,wechat,117.25.178.163,Opera/8.46.(Windows NT 5.01; nhn-MX) Presto/2.9.180 Version/12.00,2026-02-09T08:18:33,2026-02-12T05:06:54
ORD55244A8B,540672,Future-proofed composite success,2,531.76,3046.24,CNY,paid,alipay,14.105.135.80,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.1),2026-02-14T14:36:30,2026-02-15T21:23:46
ORDFCE3FA79,539614,Re-contextualized leadingedge encoding,2,465.75,89.48,CNY,cancelled,alipay,43.108.99.70,Mozilla/5.0 (Android 4.0.2; Mobile; rv:20.0) Gecko/20.0 Firefox/20.0,2026-02-07T02:42:41,2026-02-17T14:16:50
ORDFA23BFC0,452331,Optimized mobile data-warehouse,7,922.32,437.09,CNY,shipped,wechat,160.167.71.5,Opera/8.30.(Windows NT 5.2; ps-AF) Presto/2.9.183 Version/10.00,2026-01-28T15:46:52,2026-02-11T23:55:48
ORD7B5DBE7C,421256,Reverse-engineered 6thgeneration task-force,8,723.79,1095.24,CNY,shipped,credit_card,193.140.80.246,Opera/9.77.(Windows 98; pap-CW) Presto/2.9.170 Version/11.00,2026-02-06T11:12:47,2026-02-18T03:37:30
ORD070CAAE5,622976,Public-key modular model,4,264.64,1465.18,CNY,paid,alipay,101.160.88.201,Mozilla/5.0 (Android 7.1.1; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,2026-01-26T22:07:38,2026-02-18T11:45:30
ORD4D426AF6,585297,Public-key maximized solution,2,187.78,108.18,CNY,shipped,alipay,137.120.232.233,Opera/8.64.(Windows NT 5.1; apn-IN) Presto/2.9.183 Version/11.00,2026-02-07T05:07:46,2026-02-18T20:32:11
ORD057FB6DD,173091,Customizable 3rdgeneration Graphical User Interface,10,390.43,506.46,CNY,paid,credit_card,152.155.144.222,Mozilla/5.0 (Android 5.0; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,2026-01-27T23:21:23,2026-02-13T06:23:37
ORD5B875FCE,727065,Assimilated incremental ability,7,643.62,4930.49,CNY,paid,alipay,212.25.156.24,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.1),2026-01-30T00:05:41,2026-02-16T08:21:38
ORD461F3B7E,167408,Up-sized high-level projection,4,173.63,1542.98,CNY,shipped,alipay,29.202.176.169,Opera/9.69.(X11; Linux x86_64; te-IN) Presto/2.9.171 Version/10.00,2026-01-28T06:48:28,2026-02-13T22:38:30
ORD39C293CD,194254,Focused analyzing protocol,6,433.93,3400.71,CNY,delivered,wechat,89.80.69.133,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6 rv:5.0; cy-GB) AppleWebKit/532.1.2 (KHTML, like Gecko) Version/4.0.4 Safari/532.1.2",2026-02-10T08:51:15,2026-02-13T05:52:52
ORD7105E145,434150,Progressive client-server frame,4,170.18,81.27,CNY,shipped,alipay,94.34.220.220,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/35.0.835.0 Mobile/45M819 Safari/536.1",2026-01-22T16:33:49,2026-02-16T00:24:03
ORD7B90FBE4,668497,Integrated composite conglomeration,3,338.54,1315.33,CNY,shipped,alipay,113.175.97.195,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/41.0.830.0 Mobile/38K478 Safari/535.0",2026-01-23T21:32:14,2026-02-17T14:49:27
ORD083FFBC8,222756,Multi-channeled scalable software,4,605.98,4808.54,CNY,shipped,alipay,168.254.229.193,Opera/9.97.(Windows NT 11.0; iu-CA) Presto/2.9.175 Version/10.00,2026-02-03T03:47:01,2026-02-13T16:22:09
ORD69EBF48F,735696,Managed 24/7 structure,6,868.45,1948.48,CNY,shipped,alipay,165.130.94.206,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/3663-08-11 19:47:00 Firefox/11.0,2026-02-15T16:34:41,2026-02-15T09:25:30
ORDEFD27520,606708,Right-sized zero administration solution,10,174.61,2359.97,CNY,delivered,alipay,40.200.39.17,Opera/8.11.(X11; Linux x86_64; fil-PH) Presto/2.9.171 Version/12.00,2026-02-18T01:57:37,2026-02-12T05:40:23
ORD19EFFF69,590103,Open-architected zero tolerance product,8,599.0,261.83,CNY,paid,wechat,82.232.113.157,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),2026-01-30T19:20:32,2026-02-13T10:09:51
ORD92C37258,520630,Total high-level productivity,6,400.52,270.32,CNY,delivered,alipay,221.58.196.49,Mozilla/5.0 (Windows NT 4.0; el-GR; rv:1.9.2.20) Gecko/2640-10-29 00:34:24 Firefox/11.0,2026-02-15T21:44:02,2026-02-14T05:31:27
ORDE035275D,840586,Expanded 6thgeneration system engine,3,830.7,235.13,CNY,paid,alipay,116.250.126.46,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/24.0.878.0 Safari/534.0",2026-01-30T19:55:15,2026-02-12T22:41:09
ORDABE23F04,619981,Reverse-engineered coherent installation,5,438.06,4404.14,CNY,shipped,alipay,146.26.56.24,Opera/8.88.(Windows NT 5.1; lg-UG) Presto/2.9.187 Version/11.00,2026-02-18T10:26:15,2026-02-14T07:09:46
ORDFEC799E6,417819,Reduced bandwidth-monitored benchmark,8,454.81,2874.19,CNY,shipped,alipay,219.122.199.177,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/12.1y3547.0 Mobile/49X657 Safari/536.1",2026-02-05T09:25:16,2026-02-15T23:05:28
ORDCC95FB1F,746988,Focused client-server leverage,6,268.9,3017.67,CNY,shipped,alipay,131.179.1.47,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.25.6 (KHTML, like Gecko) Version/5.0.4 Safari/535.25.6",2026-02-08T21:51:15,2026-02-13T19:36:00
ORDC6A0E6E2,327757,Triple-buffered actuating capacity,8,841.98,4697.46,CNY,paid,alipay,103.214.63.223,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/24.0.827.0 Safari/534.1",2026-02-07T05:32:57,2026-02-17T08:39:13
ORD6AFB179F,630722,Pre-emptive asymmetric success,8,505.94,4821.85,CNY,cancelled,wechat,207.103.10.42,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/45.0.809.0 Safari/535.0",2026-02-02T17:37:28,2026-02-12T04:10:11
ORD57094E68,699264,Multi-lateral regional pricing structure,4,146.3,936.01,CNY,shipped,alipay,143.40.43.232,Mozilla/5.0 (Windows NT 10.0; raj-IN; rv:1.9.2.20) Gecko/9516-08-15 12:15:39 Firefox/12.0,2026-02-12T01:34:36,2026-02-12T13:51:28
ORD400308E3,187429,Reduced neutral website,8,328.24,2083.86,CNY,pending,alipay,107.134.112.216,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_9 rv:4.0; st-ZA) AppleWebKit/532.26.6 (KHTML, like Gecko) Version/4.0.1 Safari/532.26.6",2026-01-28T23:26:12,2026-02-17T06:13:57
ORD64152AB5,567534,Polarized asymmetric initiative,2,594.92,682.91,CNY,paid,alipay,132.33.30.178,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),2026-01-21T20:07:40,2026-02-14T05:16:40
ORDC4BE62F8,296962,Programmable encompassing contingency,5,912.25,1931.66,CNY,shipped,alipay,210.114.81.4,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/7371-07-20 11:02:56 Firefox/3.6.15,2026-01-26T18:44:51,2026-02-17T07:23:51
ORDCD4AD110,643953,Self-enabling maximized attitude,1,18.83,567.92,CNY,paid,alipay,95.113.193.65,Opera/8.88.(X11; Linux x86_64; kw-GB) Presto/2.9.180 Version/11.00,2026-02-09T21:40:29,2026-02-17T04:03:51
ORDCD78544B,259332,Vision-oriented responsive strategy,5,782.37,4592.53,CNY,paid,wechat,219.165.47.27,Opera/8.76.(Windows NT 6.1; lij-IT) Presto/2.9.168 Version/10.00,2026-02-11T10:21:20,2026-02-17T09:10:36
ORD03F226CB,460620,Customizable transitional protocol,10,680.1,526.2,CNY,shipped,alipay,12.118.45.203,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.0),2026-02-07T03:10:49,2026-02-18T10:57:05
ORD6B853754,156409,Programmable needs-based portal,9,305.8,954.43,CNY,shipped,alipay,97.142.158.161,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.0),2026-02-13T07:10:20,2026-02-11T23:23:27
ORD59AF79C9,390388,Mandatory zero administration interface,10,917.57,1344.5,CNY,paid,wechat,138.254.229.36,Mozilla/5.0 (Windows 95; ha-NG; rv:1.9.2.20) Gecko/5682-02-09 12:30:57 Firefox/4.0,2026-02-17T14:32:14,2026-02-15T23:56:43
ORDB6DF27E2,892333,Open-architected asymmetric functionalities,9,247.24,3392.95,CNY,paid,alipay,30.241.79.145,"Mozilla/5.0 (Windows 95) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/15.0.834.0 Safari/531.0",2026-02-02T16:57:06,2026-02-16T00:17:49
ORD6C2AD13A,690937,Versatile dynamic methodology,6,380.37,2804.65,CNY,shipped,wechat,107.103.157.81,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.1),2026-02-16T19:12:04,2026-02-12T14:22:01
ORD546FEB5E,715182,Re-engineered even-keeled data-warehouse,7,789.35,1525.85,CNY,paid,credit_card,30.186.182.17,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:6.0; nn-NO) AppleWebKit/531.48.6 (KHTML, like Gecko) Version/5.0.2 Safari/531.48.6",2026-02-12T11:04:46,2026-02-14T09:42:46
ORDEB42EC77,755594,Inverse didactic software,7,76.7,1833.15,CNY,delivered,alipay,91.227.59.212,"Mozilla/5.0 (iPad; CPU iPad OS 17_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/15.0.880.0 Mobile/58Q348 Safari/532.1",2026-02-10T20:22:16,2026-02-13T12:51:53
ORDA9645530,423758,Enterprise-wide optimal success,1,567.04,4863.1,CNY,paid,alipay,69.6.250.153,Opera/8.27.(X11; Linux i686; te-IN) Presto/2.9.163 Version/11.00,2026-01-22T06:39:23,2026-02-18T08:55:45
ORD02F87711,447888,Streamlined background secured line,1,966.63,4495.47,CNY,cancelled,wechat,3.10.200.13,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_2 rv:3.0; gv-GB) AppleWebKit/533.4.1 (KHTML, like Gecko) Version/4.0 Safari/533.4.1",2026-01-30T21:47:45,2026-02-15T09:03:50
ORD922E026B,247030,Pre-emptive fault-tolerant intranet,5,853.93,2360.75,CNY,delivered,credit_card,188.30.3.182,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/5234-02-18 13:05:36 Firefox/14.0,2026-02-17T02:19:50,2026-02-15T06:11:13
ORDC95353CD,430878,Future-proofed regional contingency,6,864.72,984.01,CNY,paid,wechat,150.227.95.77,Mozilla/5.0 (Android 10; Mobile; rv:20.0) Gecko/20.0 Firefox/20.0,2026-02-13T11:13:27,2026-02-18T11:45:20
ORD89D42424,194360,Intuitive zero tolerance framework,6,43.01,2741.39,CNY,paid,alipay,133.104.231.115,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/28.0.871.0 Safari/533.0",2026-02-04T07:16:34,2026-02-15T17:30:11
ORDB9E35187,760778,Ergonomic foreground leverage,5,374.14,1008.79,CNY,delivered,wechat,145.162.6.8,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_8; rv:1.9.6.20) Gecko/2555-03-21 04:51:39 Firefox/6.0,2026-02-13T22:59:02,2026-02-14T21:49:07
ORDE9FF0E44,503551,Ameliorated multi-tasking instruction set,7,183.77,4880.79,CNY,shipped,credit_card,168.100.76.198,Opera/8.14.(Windows NT 5.2; ve-ZA) Presto/2.9.190 Version/10.00,2026-01-19T23:14:14,2026-02-18T03:22:07
ORD52C88572,877806,Integrated bi-directional matrix,7,949.7,431.16,CNY,shipped,alipay,96.155.71.173,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_9 rv:5.0; raj-IN) AppleWebKit/534.25.5 (KHTML, like Gecko) Version/5.0.1 Safari/534.25.5",2026-02-08T17:48:01,2026-02-17T07:45:44
ORD4CBF30D7,289404,Balanced composite task-force,1,858.86,1400.37,CNY,shipped,alipay,170.121.98.39,Opera/8.58.(Windows 95; ti-ER) Presto/2.9.165 Version/11.00,2026-01-26T02:14:21,2026-02-13T16:17:48
ORD50A1120A,149700,Multi-channeled exuding utilization,8,701.75,864.66,CNY,pending,debit_card,49.60.74.254,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),2026-02-12T17:24:30,2026-02-17T05:01:38
ORD6CE5144D,103114,Advanced full-range knowledgebase,8,642.17,398.61,CNY,shipped,alipay,86.22.220.240,Opera/8.38.(X11; Linux x86_64; pl-PL) Presto/2.9.164 Version/11.00,2026-02-11T19:48:20,2026-02-18T05:45:36
ORD57A284F3,649731,Cloned tertiary hardware,10,791.01,2771.56,CNY,pending,alipay,117.163.42.118,Opera/8.55.(Windows NT 5.01; ayc-PE) Presto/2.9.169 Version/10.00,2026-02-06T23:56:06,2026-02-16T12:37:03
ORD7033E93C,927901,Exclusive regional neural-net,3,959.4,3944.58,CNY,paid,alipay,105.45.163.199,Opera/8.14.(X11; Linux i686; ht-HT) Presto/2.9.163 Version/11.00,2026-02-10T23:25:55,2026-02-14T04:51:31
ORD9F9BACC8,817508,Enterprise-wide non-volatile projection,1,240.15,3491.83,CNY,paid,alipay,159.8.81.7,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/14.4d6930.0 Mobile/83I567 Safari/535.0",2026-01-23T20:25:55,2026-02-17T23:22:18
ORD96A44CC4,601780,Multi-layered homogeneous emulation,7,452.83,2462.35,CNY,shipped,alipay,108.127.238.157,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4 rv:2.0; yi-US) AppleWebKit/535.35.3 (KHTML, like Gecko) Version/5.0.1 Safari/535.35.3",2026-02-07T03:30:21,2026-02-13T09:45:32
ORDC33755B9,626003,Virtual eco-centric Local Area Network,3,310.5,2450.02,CNY,shipped,alipay,33.128.157.129,Mozilla/5.0 (Android 1.0; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,2026-02-13T19:03:43,2026-02-17T22:35:15
ORD1F932862,222289,Customizable dynamic circuit,4,267.83,2302.28,CNY,delivered,alipay,217.103.100.118,Mozilla/5.0 (Windows CE; nhn-MX; rv:1.9.2.20) Gecko/7452-01-11 07:04:40 Firefox/3.6.1,2026-02-04T14:46:38,2026-02-17T03:14:23
ORD09BA5DCB,279056,Diverse bi-directional toolset,9,495.15,3361.56,CNY,paid,wechat,61.179.179.107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/14.0.874.0 Safari/532.0",2026-02-04T11:28:03,2026-02-16T14:49:18
ORD1EB498BA,561611,Persevering asynchronous monitoring,2,978.86,1055.33,CNY,shipped,credit_card,66.102.27.217,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.1),2026-02-10T17:07:05,2026-02-13T21:04:28
ORD72F40C15,898957,Proactive systemic synergy,2,568.24,640.64,CNY,shipped,wechat,148.206.239.131,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0),2026-01-24T04:55:15,2026-02-16T07:33:04
ORDD6ABABE9,277820,Reactive bi-directional frame,6,258.86,3097.93,CNY,cancelled,alipay,103.237.247.207,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; he-IL) AppleWebKit/534.37.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.37.5",2026-01-31T13:54:25,2026-02-15T15:06:02
ORD1E1BDB90,515719,Monitored motivating superstructure,9,670.15,620.58,CNY,paid,wechat,55.74.158.13,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/46.0.850.0 Safari/534.0",2026-02-14T04:11:20,2026-02-14T12:56:16
ORDE7715E98,369641,Synergized bandwidth-monitored support,1,326.29,4508.84,CNY,delivered,alipay,133.242.161.1,Opera/9.41.(X11; Linux i686; kok-IN) Presto/2.9.169 Version/11.00,2026-01-27T07:46:40,2026-02-14T08:49:12
ORDE8E7D09A,182335,Phased directional function,6,525.48,714.08,CNY,shipped,alipay,45.163.252.102,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),2026-02-04T05:26:35,2026-02-15T10:54:16
ORDE79C6201,792363,Decentralized solution-oriented portal,10,539.22,1298.06,CNY,shipped,alipay,199.46.10.171,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),2026-02-11T00:43:39,2026-02-18T03:38:20
ORDC710501A,397080,Re-contextualized composite hardware,6,136.69,2021.87,CNY,paid,alipay,102.204.106.57,"Mozilla/5.0 (iPad; CPU iPad OS 1_1_5 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/59.0.852.0 Mobile/07E309 Safari/531.0",2026-01-22T14:43:18,2026-02-14T01:14:44
ORD47AF6B61,163256,Compatible high-level toolset,8,689.7,1672.58,CNY,shipped,alipay,52.224.79.25,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; th-TH) AppleWebKit/531.24.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.24.2",2026-02-02T09:35:01,2026-02-13T17:14:47
ORD40433926,153709,Operative system-worthy success,5,58.35,4127.9,CNY,cancelled,alipay,25.90.228.221,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/14.0.817.0 Safari/535.0",2026-02-14T09:57:47,2026-02-12T18:39:51
ORD05820E44,380406,Stand-alone fresh-thinking encoding,4,94.13,2818.66,CNY,paid,debit_card,54.166.223.137,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/13.0.831.0 Safari/534.2",2026-02-06T17:35:16,2026-02-18T04:03:55
ORD33F5FDE6,882059,Grass-roots executive time-frame,1,15.29,509.69,CNY,shipped,debit_card,92.15.89.166,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/48.0.816.0 Safari/533.0",2026-01-24T13:12:21,2026-02-17T09:47:33
ORD53540815,660583,Networked optimizing matrix,8,441.15,2246.21,CNY,shipped,alipay,190.47.69.24,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_2 rv:6.0; rw-RW) AppleWebKit/535.42.4 (KHTML, like Gecko) Version/4.0.5 Safari/535.42.4",2026-02-06T14:44:20,2026-02-15T08:56:13
ORD5084127B,729770,Universal bottom-line Local Area Network,5,173.67,3554.49,CNY,delivered,alipay,106.7.20.144,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/10.8b2100.0 Mobile/15T553 Safari/534.2",2026-02-01T05:45:45,2026-02-15T10:09:49
ORD9505458A,195109,De-engineered responsive productivity,8,190.77,4651.05,CNY,shipped,wechat,90.112.78.83,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/535.35.7 (KHTML, like Gecko) Version/4.0 Safari/535.35.7",2026-02-05T07:02:58,2026-02-12T22:37:37
ORDAFB8CCD1,838227,User-centric client-server superstructure,7,607.24,4365.86,CNY,delivered,alipay,105.169.183.132,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.1),2026-02-13T23:39:07,2026-02-12T13:27:08
ORDCEC60021,853194,Progressive scalable implementation,5,749.27,198.06,CNY,shipped,debit_card,65.238.218.87,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),2026-02-11T12:58:43,2026-02-12T17:03:11
ORD54BDFDF5,549033,Ameliorated scalable knowledgebase,4,666.36,4102.84,CNY,delivered,alipay,168.63.176.202,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7; rv:1.9.6.20) Gecko/6538-10-20 15:12:41 Firefox/6.0,2026-02-08T02:17:25,2026-02-14T00:53:34
ORD7EDA50C0,245760,Profound 24hour encoding,2,490.21,3549.13,CNY,paid,alipay,100.55.213.211,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/46.0.813.0 Safari/531.2",2026-01-21T09:50:06,2026-02-15T19:12:30
ORD5BDA7F17,602437,Quality-focused 6thgeneration database,8,997.43,967.98,CNY,delivered,wechat,197.13.144.177,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4 rv:4.0; cmn-TW) AppleWebKit/532.41.3 (KHTML, like Gecko) Version/4.0.4 Safari/532.41.3",2026-02-18T08:28:57,2026-02-16T20:23:15
ORD5A5ABCD7,124409,Managed needs-based paradigm,10,996.11,4157.91,CNY,paid,credit_card,192.173.228.206,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5 rv:5.0; az-IN) AppleWebKit/532.14.1 (KHTML, like Gecko) Version/5.1 Safari/532.14.1",2026-01-29T20:45:47,2026-02-18T11:16:12
ORDBD07EB62,886548,Networked contextually-based artificial intelligence,5,253.54,211.08,CNY,shipped,wechat,136.201.84.223,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),2026-01-31T16:39:54,2026-02-16T01:37:21
ORDAAAE1007,994867,Switchable context-sensitive open architecture,10,945.9,3361.56,CNY,shipped,credit_card,167.12.200.161,Opera/8.20.(X11; Linux x86_64; unm-US) Presto/2.9.190 Version/10.00,2026-01-22T20:50:56,2026-02-16T14:26:31
ORDDE0C4114,402152,Business-focused static neural-net,1,720.02,2072.79,CNY,shipped,alipay,165.202.81.7,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/50.0.894.0 Safari/534.1",2026-01-30T01:55:21,2026-02-13T13:19:04
ORD08415A87,484410,Upgradable interactive function,9,51.87,2805.54,CNY,paid,credit_card,97.226.158.250,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/16.9y2684.0 Mobile/92F916 Safari/531.0",2026-01-25T12:42:18,2026-02-13T07:23:43
ORD1A283207,501965,Progressive contextually-based workforce,10,338.82,353.95,CNY,paid,alipay,88.134.59.175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/43.0.806.0 Safari/536.0",2026-02-18T05:35:19,2026-02-14T23:27:58
ORD469FF089,201864,Organic system-worthy complexity,8,902.05,1212.02,CNY,delivered,debit_card,99.61.79.124,Opera/9.17.(X11; Linux i686; pap-AW) Presto/2.9.183 Version/12.00,2026-02-01T23:35:40,2026-02-15T17:23:46
ORDE01F4667,652212,Switchable optimizing intranet,3,441.77,4061.27,CNY,paid,wechat,181.245.159.47,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ik-CA) AppleWebKit/533.15.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.15.3",2026-01-30T15:49:42,2026-02-18T05:25:27
ORD18F14EA9,807693,Automated client-server data-warehouse,8,195.28,2056.38,CNY,shipped,credit_card,92.2.58.109,Mozilla/5.0 (Windows 95; ig-NG; rv:1.9.0.20) Gecko/3022-12-26 01:58:16 Firefox/3.8,2026-01-20T20:56:11,2026-02-14T19:24:54
ORD59E32F64,305044,Centralized zero-defect product,2,814.77,2105.09,CNY,pending,wechat,5.185.53.62,Opera/9.25.(X11; Linux x86_64; gd-GB) Presto/2.9.177 Version/12.00,2026-02-03T08:44:00,2026-02-17T20:34:21
